Cbc0010I After 71200 nodes, 12679 on tree, 408 best solution, best possible 122.01497 (32766.57 seconds)
Cbc0010I After 71300 nodes, 12678 on tree, 408 best solution, best possible 122.01497 (32838.61 seconds)
Cbc0010I After 71400 nodes, 12678 on tree, 408 best solution, best possible 122.01497 (32919.25 seconds)
Cbc0010I After 71500 nodes, 12677 on tree, 408 best solution, best possible 122.01497 (32990.32 seconds)
Cbc0010I After 71600 nodes, 12684 on tree, 408 best solution, best possible 122.01497 (33062.02 seconds)
Cbc0004I Integer solution of 407 found after 204160975 iterations and 71603 nodes (33063.61 seconds)
Cbc0010I After 71700 nodes, 12725 on tree, 407 best solution, best possible 122.01497 (33118.44 seconds)
Cbc0010I After 71800 nodes, 12773 on tree, 407 best solution, best possible 122.01497 (33173.34 seconds)
Cbc0010I After 71900 nodes, 12822 on tree, 407 best solution, best possible 122.01497 (33236.12 seconds)
Cbc0010I After 72000 nodes, 12873 on tree, 407 best solution, best possible 122.01497 (33289.28 seconds)
Cbc0010I After 72100 nodes, 12876 on tree, 407 best solution, best possible 122.01497 (33352.68 seconds)
Cbc0010I After 72200 nodes, 12876 on tree, 407 best solution, best possible 122.01497 (33434.74 seconds)
Cbc0010I After 72300 nodes, 12873 on tree, 407 best solution, best possible 122.01497 (33497.65 seconds)
Cbc0010I After 72400 nodes, 12865 on tree, 407 best solution, best possible 122.01497 (33582.13 seconds)
Cbc0010I After 72500 nodes, 12869 on tree, 407 best solution, best possible 122.01497 (33629.51 seconds)
Cbc0010I After 72600 nodes, 12877 on tree, 407 best solution, best possible 122.01497 (33689.47 seconds)
Cbc0010I After 72700 nodes, 12873 on tree, 407 best solution, best possible 122.01497 (33754.65 seconds)
Cbc0010I After 72800 nodes, 12872 on tree, 407 best solution, best possible 122.01497 (33811.95 seconds)
Cbc0010I After 72900 nodes, 12872 on tree, 407 best solution, best possible 122.01497 (33864.09 seconds)
Cbc0010I After 73000 nodes, 12866 on tree, 407 best solution, best possible 122.01497 (33935.54 seconds)
Cbc0010I After 73100 nodes, 12898 on tree, 407 best solution, best possible 122.01497 (33968.12 seconds)
Cbc0010I After 73200 nodes, 12904 on tree, 407 best solution, best possible 122.01497 (33994.72 seconds)
Cbc0010I After 73300 nodes, 12908 on tree, 407 best solution, best possible 122.01497 (34019.30 seconds)
Cbc0010I After 73400 nodes, 12897 on tree, 407 best solution, best possible 122.01497 (34041.62 seconds)
Cbc0010I After 73500 nodes, 12897 on tree, 407 best solution, best possible 122.01497 (34064.07 seconds)
Cbc0010I After 73600 nodes, 12895 on tree, 407 best solution, best possible 122.01497 (34100.26 seconds)
Cbc0010I After 73700 nodes, 12891 on tree, 407 best solution, best possible 122.01497 (34129.55 seconds)
Cbc0010I After 73800 nodes, 12898 on tree, 407 best solution, best possible 122.01497 (34149.38 seconds)
Cbc0010I After 73900 nodes, 12894 on tree, 407 best solution, best possible 122.01497 (34169.86 seconds)
Cbc0010I After 74000 nodes, 12896 on tree, 407 best solution, best possible 122.01497 (34194.74 seconds)
Cbc0010I After 74100 nodes, 12908 on tree, 407 best solution, best possible 122.01497 (34219.93 seconds)
Cbc0010I After 74200 nodes, 12888 on tree, 407 best solution, best possible 122.01497 (34238.81 seconds)
Cbc0010I After 74300 nodes, 12892 on tree, 407 best solution, best possible 122.01497 (34265.07 seconds)
Cbc0010I After 74400 nodes, 12889 on tree, 407 best solution, best possible 122.01497 (34290.77 seconds)
Cbc0010I After 74500 nodes, 12909 on tree, 407 best solution, best possible 122.01497 (34320.23 seconds)
Cbc0010I After 74600 nodes, 12901 on tree, 407 best solution, best possible 122.01497 (34345.51 seconds)
Cbc0010I After 74700 nodes, 12905 on tree, 407 best solution, best possible 122.01497 (34370.36 seconds)
Cbc0010I After 74800 nodes, 12898 on tree, 407 best solution, best possible 122.01497 (34400.27 seconds)
Cbc0010I After 74900 nodes, 12900 on tree, 407 best solution, best possible 122.01497 (34425.64 seconds)
Cbc0010I After 75000 nodes, 12896 on tree, 407 best solution, best possible 122.01497 (34453.43 seconds)
Cbc0010I After 75100 nodes, 12893 on tree, 407 best solution, best possible 122.01497 (34477.88 seconds)
Cbc0010I After 75200 nodes, 12892 on tree, 407 best solution, best possible 122.01497 (34499.95 seconds)
Cbc0010I After 75300 nodes, 12900 on tree, 407 best solution, best possible 122.01497 (34525.78 seconds)
Cbc0010I After 75400 nodes, 12895 on tree, 407 best solution, best possible 122.01497 (34549.07 seconds)
Cbc0010I After 75500 nodes, 12893 on tree, 407 best solution, best possible 122.01497 (34570.35 seconds)
Cbc0010I After 75600 nodes, 12907 on tree, 407 best solution, best possible 122.01497 (34593.25 seconds)
Cbc0010I After 75700 nodes, 12893 on tree, 407 best solution, best possible 122.01497 (34612.89 seconds)
Cbc0010I After 75800 nodes, 12893 on tree, 407 best solution, best possible 122.01497 (34633.84 seconds)
Cbc0010I After 75900 nodes, 12891 on tree, 407 best solution, best possible 122.01497 (34652.56 seconds)
Cbc0010I After 76000 nodes, 12889 on tree, 407 best solution, best possible 122.01497 (34676.04 seconds)
Cbc0010I After 76100 nodes, 12902 on tree, 407 best solution, best possible 122.01497 (34697.64 seconds)
Cbc0010I After 76200 nodes, 12891 on tree, 407 best solution, best possible 122.01497 (34716.67 seconds)
Cbc0010I After 76300 nodes, 12888 on tree, 407 best solution, best possible 122.01497 (34734.16 seconds)
Cbc0010I After 76400 nodes, 12895 on tree, 407 best solution, best possible 122.01497 (34750.81 seconds)
Cbc0010I After 76500 nodes, 12891 on tree, 407 best solution, best possible 122.01497 (34771.29 seconds)
Cbc0010I After 76600 nodes, 12888 on tree, 407 best solution, best possible 122.01497 (34795.04 seconds)
Cbc0010I After 76700 nodes, 12902 on tree, 407 best solution, best possible 122.01497 (34838.66 seconds)
Cbc0010I After 76800 nodes, 12904 on tree, 407 best solution, best possible 122.01497 (34856.59 seconds)
Cbc0010I After 76900 nodes, 12888 on tree, 407 best solution, best possible 122.01497 (34889.00 seconds)
Cbc0010I After 77000 nodes, 12892 on tree, 407 best solution, best possible 122.01497 (34928.66 seconds)
Cbc0010I After 77100 nodes, 12914 on tree, 407 best solution, best possible 122.01497 (34957.19 seconds)
Cbc0010I After 77200 nodes, 12912 on tree, 407 best solution, best possible 122.01497 (34980.18 seconds)
Cbc0010I After 77300 nodes, 12913 on tree, 407 best solution, best possible 122.01497 (35007.64 seconds)
Cbc0010I After 77400 nodes, 12922 on tree, 407 best solution, best possible 122.01497 (35037.93 seconds)
Cbc0010I After 77500 nodes, 12919 on tree, 407 best solution, best possible 122.01497 (35080.40 seconds)
Cbc0010I After 77600 nodes, 12916 on tree, 407 best solution, best possible 122.01497 (35130.85 seconds)
Cbc0010I After 77700 nodes, 12912 on tree, 407 best solution, best possible 122.01497 (35171.56 seconds)
Cbc0010I After 77800 nodes, 12914 on tree, 407 best solution, best possible 122.01497 (35212.04 seconds)
Cbc0010I After 77900 nodes, 12907 on tree, 407 best solution, best possible 122.01497 (35254.98 seconds)
Cbc0010I After 78000 nodes, 12913 on tree, 407 best solution, best possible 122.01497 (35292.49 seconds)
Cbc0010I After 78100 nodes, 12923 on tree, 407 best solution, best possible 122.01497 (35315.54 seconds)
Cbc0010I After 78200 nodes, 12915 on tree, 407 best solution, best possible 122.01497 (35353.32 seconds)
Cbc0010I After 78300 nodes, 12910 on tree, 407 best solution, best possible 122.01497 (35382.66 seconds)
Cbc0010I After 78400 nodes, 12911 on tree, 407 best solution, best possible 122.01497 (35413.56 seconds)
Cbc0010I After 78500 nodes, 12911 on tree, 407 best solution, best possible 122.01497 (35438.12 seconds)
Cbc0010I After 78600 nodes, 12915 on tree, 407 best solution, best possible 122.01497 (35460.64 seconds)
Cbc0010I After 78700 nodes, 12905 on tree, 407 best solution, best possible 122.01497 (35476.89 seconds)
Cbc0010I After 78800 nodes, 12911 on tree, 407 best solution, best possible 122.01497 (35504.63 seconds)
Cbc0010I After 78900 nodes, 12916 on tree, 407 best solution, best possible 122.01497 (35546.25 seconds)
Cbc0010I After 79000 nodes, 12912 on tree, 407 best solution, best possible 122.01497 (35628.49 seconds)
Cbc0010I After 79100 nodes, 12908 on tree, 407 best solution, best possible 122.01497 (35730.14 seconds)
Cbc0010I After 79200 nodes, 12914 on tree, 407 best solution, best possible 122.01497 (35818.61 seconds)
Cbc0010I After 79300 nodes, 12915 on tree, 407 best solution, best possible 122.01497 (35867.95 seconds)
Cbc0010I After 79400 nodes, 12915 on tree, 407 best solution, best possible 122.01497 (35904.07 seconds)
Cbc0010I After 79500 nodes, 12909 on tree, 407 best solution, best possible 122.01497 (35932.32 seconds)
Cbc0010I After 79600 nodes, 12908 on tree, 407 best solution, best possible 122.01497 (35961.03 seconds)
Cbc0010I After 79700 nodes, 12921 on tree, 407 best solution, best possible 122.01497 (35994.02 seconds)
Cbc0010I After 79800 nodes, 12914 on tree, 407 best solution, best possible 122.01497 (36014.98 seconds)
Cbc0010I After 79900 nodes, 12914 on tree, 407 best solution, best possible 122.01497 (36047.97 seconds)
Cbc0010I After 80000 nodes, 12919 on tree, 407 best solution, best possible 122.01497 (36089.12 seconds)
Cbc0010I After 80100 nodes, 12916 on tree, 407 best solution, best possible 122.01497 (36116.58 seconds)
Cbc0010I After 80200 nodes, 12912 on tree, 407 best solution, best possible 122.01497 (36140.99 seconds)
Cbc0010I After 80300 nodes, 12908 on tree, 407 best solution, best possible 122.01497 (36167.32 seconds)
Cbc0010I After 80400 nodes, 12909 on tree, 407 best solution, best possible 122.01497 (36215.59 seconds)
Cbc0010I After 80500 nodes, 12911 on tree, 407 best solution, best possible 122.01497 (36280.32 seconds)
Cbc0010I After 80600 nodes, 12910 on tree, 407 best solution, best possible 122.01497 (36320.85 seconds)
Cbc0010I After 80700 nodes, 12914 on tree, 407 best solution, best possible 122.01497 (36356.57 seconds)
Cbc0010I After 80800 nodes, 12913 on tree, 407 best solution, best possible 122.01497 (36396.11 seconds)
Cbc0010I After 80900 nodes, 12913 on tree, 407 best solution, best possible 122.01497 (36423.74 seconds)
Cbc0010I After 81000 nodes, 12904 on tree, 407 best solution, best possible 122.01497 (36450.08 seconds)
Cbc0010I After 81100 nodes, 12923 on tree, 407 best solution, best possible 122.01497 (36468.15 seconds)
Cbc0010I After 81200 nodes, 12917 on tree, 407 best solution, best possible 122.01497 (36484.18 seconds)
Cbc0010I After 81300 nodes, 12917 on tree, 407 best solution, best possible 122.01497 (36497.42 seconds)
Cbc0010I After 81400 nodes, 12919 on tree, 407 best solution, best possible 122.01497 (36514.84 seconds)
Cbc0010I After 81500 nodes, 12922 on tree, 407 best solution, best possible 122.01497 (36531.81 seconds)
Cbc0010I After 81600 nodes, 12921 on tree, 407 best solution, best possible 122.01497 (36546.57 seconds)
Cbc0010I After 81700 nodes, 12920 on tree, 407 best solution, best possible 122.01497 (36564.41 seconds)
Cbc0010I After 81800 nodes, 12915 on tree, 407 best solution, best possible 122.01497 (36583.00 seconds)
Cbc0010I After 81900 nodes, 12914 on tree, 407 best solution, best possible 122.01497 (36603.78 seconds)
Cbc0010I After 82000 nodes, 12914 on tree, 407 best solution, best possible 122.01497 (36621.54 seconds)
Cbc0010I After 82100 nodes, 12920 on tree, 407 best solution, best possible 122.01497 (36636.64 seconds)
Cbc0010I After 82200 nodes, 12924 on tree, 407 best solution, best possible 122.01497 (36652.22 seconds)
Cbc0010I After 82300 nodes, 12916 on tree, 407 best solution, best possible 122.01497 (36671.60 seconds)
Cbc0010I After 82400 nodes, 12929 on tree, 407 best solution, best possible 122.01497 (36688.12 seconds)
Cbc0010I After 82500 nodes, 12931 on tree, 407 best solution, best possible 122.01497 (36702.82 seconds)
Cbc0010I After 82600 nodes, 12916 on tree, 407 best solution, best possible 122.01497 (36723.08 seconds)
Cbc0010I After 82700 nodes, 12914 on tree, 407 best solution, best possible 122.01497 (36782.21 seconds)
Cbc0010I After 82800 nodes, 12912 on tree, 407 best solution, best possible 122.01497 (36829.14 seconds)
Cbc0010I After 82900 nodes, 12924 on tree, 407 best solution, best possible 122.01497 (36844.67 seconds)
Cbc0010I After 83000 nodes, 12926 on tree, 407 best solution, best possible 122.01497 (36859.52 seconds)
Cbc0010I After 83100 nodes, 12918 on tree, 407 best solution, best possible 122.01497 (36873.27 seconds)
Cbc0010I After 83200 nodes, 12914 on tree, 407 best solution, best possible 122.01497 (36890.85 seconds)
Cbc0010I After 83300 nodes, 12917 on tree, 407 best solution, best possible 122.01497 (36904.70 seconds)
Cbc0010I After 83400 nodes, 12918 on tree, 407 best solution, best possible 122.01497 (36922.43 seconds)
Cbc0010I After 83500 nodes, 12916 on tree, 407 best solution, best possible 122.01497 (36948.47 seconds)
Cbc0010I After 83600 nodes, 12914 on tree, 407 best solution, best possible 122.01497 (36965.53 seconds)
Cbc0010I After 83700 nodes, 12917 on tree, 407 best solution, best possible 122.01497 (36980.34 seconds)
Cbc0010I After 83800 nodes, 12916 on tree, 407 best solution, best possible 122.01497 (36997.45 seconds)
Cbc0010I After 83900 nodes, 12930 on tree, 407 best solution, best possible 122.01497 (37017.16 seconds)
Cbc0010I After 84000 nodes, 12915 on tree, 407 best solution, best possible 122.01497 (37031.39 seconds)
Cbc0010I After 84100 nodes, 12912 on tree, 407 best solution, best possible 122.01497 (37051.42 seconds)
Cbc0010I After 84200 nodes, 12916 on tree, 407 best solution, best possible 122.01497 (37073.68 seconds)
Cbc0010I After 84300 nodes, 12918 on tree, 407 best solution, best possible 122.01497 (37096.26 seconds)
Cbc0010I After 84400 nodes, 12914 on tree, 407 best solution, best possible 122.01497 (37135.91 seconds)
Cbc0010I After 84500 nodes, 12912 on tree, 407 best solution, best possible 122.01497 (37206.56 seconds)
Cbc0010I After 84600 nodes, 12918 on tree, 407 best solution, best possible 122.01497 (37269.12 seconds)
Cbc0010I After 84700 nodes, 12915 on tree, 407 best solution, best possible 122.01497 (37305.80 seconds)
Cbc0010I After 84800 nodes, 12911 on tree, 407 best solution, best possible 122.01497 (37333.58 seconds)
Cbc0010I After 84900 nodes, 12924 on tree, 407 best solution, best possible 122.01497 (37361.87 seconds)
Cbc0010I After 85000 nodes, 12919 on tree, 407 best solution, best possible 122.01497 (37378.96 seconds)
Cbc0010I After 85100 nodes, 12926 on tree, 407 best solution, best possible 122.01497 (37407.70 seconds)
Cbc0010I After 85200 nodes, 12933 on tree, 407 best solution, best possible 122.01497 (37449.94 seconds)
Cbc0010I After 85300 nodes, 12932 on tree, 407 best solution, best possible 122.01497 (37511.85 seconds)
Cbc0010I After 85400 nodes, 12935 on tree, 407 best solution, best possible 122.01497 (37571.91 seconds)
Cbc0010I After 85500 nodes, 12934 on tree, 407 best solution, best possible 122.01497 (37639.72 seconds)
Cbc0010I After 85600 nodes, 12935 on tree, 407 best solution, best possible 122.01497 (37716.37 seconds)
Cbc0010I After 85700 nodes, 12933 on tree, 407 best solution, best possible 122.01497 (37792.53 seconds)
Cbc0010I After 85800 nodes, 12936 on tree, 407 best solution, best possible 122.01497 (37872.27 seconds)
Cbc0010I After 85900 nodes, 12934 on tree, 407 best solution, best possible 122.01497 (37944.03 seconds)
Cbc0010I After 86000 nodes, 12935 on tree, 407 best solution, best possible 122.01497 (38000.87 seconds)
Cbc0010I After 86100 nodes, 12938 on tree, 407 best solution, best possible 122.01497 (38059.26 seconds)
Cbc0010I After 86200 nodes, 12948 on tree, 407 best solution, best possible 122.01497 (38128.11 seconds)
Cbc0010I After 86300 nodes, 12948 on tree, 407 best solution, best possible 122.01497 (38194.07 seconds)
Cbc0010I After 86400 nodes, 12928 on tree, 407 best solution, best possible 122.01497 (38280.30 seconds)
Cbc0010I After 86500 nodes, 12939 on tree, 407 best solution, best possible 122.01497 (38366.71 seconds)
Cbc0010I After 86600 nodes, 12930 on tree, 407 best solution, best possible 122.01497 (38438.34 seconds)
Cbc0010I After 86700 nodes, 12935 on tree, 407 best solution, best possible 122.01497 (38527.83 seconds)
Cbc0010I After 86800 nodes, 12935 on tree, 407 best solution, best possible 122.01497 (38617.04 seconds)
Cbc0010I After 86900 nodes, 12933 on tree, 407 best solution, best possible 122.01497 (38703.87 seconds)
Cbc0010I After 87000 nodes, 12955 on tree, 407 best solution, best possible 122.01497 (38791.20 seconds)
Cbc0010I After 87100 nodes, 12957 on tree, 407 best solution, best possible 122.01497 (38860.89 seconds)
Cbc0010I After 87200 nodes, 12952 on tree, 407 best solution, best possible 122.01497 (38929.04 seconds)
Cbc0010I After 87300 nodes, 12954 on tree, 407 best solution, best possible 122.01497 (38998.90 seconds)
Cbc0010I After 87400 nodes, 12934 on tree, 407 best solution, best possible 122.01497 (39075.85 seconds)
Cbc0010I After 87500 nodes, 12932 on tree, 407 best solution, best possible 122.01497 (39145.08 seconds)
Cbc0010I After 87600 nodes, 12927 on tree, 407 best solution, best possible 122.01497 (39236.13 seconds)
Cbc0010I After 87700 nodes, 12943 on tree, 407 best solution, best possible 122.01497 (39304.84 seconds)
Cbc0010I After 87800 nodes, 12934 on tree, 407 best solution, best possible 122.01497 (39380.88 seconds)
Cbc0010I After 87900 nodes, 12959 on tree, 407 best solution, best possible 122.01497 (39476.48 seconds)
Cbc0010I After 88000 nodes, 12927 on tree, 407 best solution, best possible 122.01497 (39578.88 seconds)
Cbc0010I After 88100 nodes, 12939 on tree, 407 best solution, best possible 122.01497 (39629.98 seconds)
Cbc0010I After 88200 nodes, 12931 on tree, 407 best solution, best possible 122.01497 (39695.76 seconds)
Cbc0010I After 88300 nodes, 12935 on tree, 407 best solution, best possible 122.01497 (39762.41 seconds)
Cbc0010I After 88400 nodes, 12937 on tree, 407 best solution, best possible 122.01497 (39837.85 seconds)
Cbc0010I After 88500 nodes, 12946 on tree, 407 best solution, best possible 122.01497 (39901.09 seconds)
Cbc0010I After 88600 nodes, 12931 on tree, 407 best solution, best possible 122.01497 (39977.02 seconds)
Cbc0010I After 88700 nodes, 12954 on tree, 407 best solution, best possible 122.01497 (40050.76 seconds)
Cbc0010I After 88800 nodes, 12941 on tree, 407 best solution, best possible 122.01497 (40111.70 seconds)
Cbc0010I After 88900 nodes, 12947 on tree, 407 best solution, best possible 122.01497 (40190.47 seconds)
Cbc0010I After 89000 nodes, 12952 on tree, 407 best solution, best possible 122.01497 (40261.44 seconds)
Cbc0010I After 89100 nodes, 12959 on tree, 407 best solution, best possible 122.01497 (40374.51 seconds)
Cbc0010I After 89200 nodes, 12965 on tree, 407 best solution, best possible 122.01497 (40479.72 seconds)
Cbc0010I After 89300 nodes, 12969 on tree, 407 best solution, best possible 122.01497 (40517.16 seconds)
Cbc0010I After 89400 nodes, 12966 on tree, 407 best solution, best possible 122.01497 (40596.88 seconds)
Cbc0010I After 89500 nodes, 12966 on tree, 407 best solution, best possible 122.01497 (40665.33 seconds)
Cbc0010I After 89600 nodes, 12969 on tree, 407 best solution, best possible 122.01497 (40752.61 seconds)
Cbc0010I After 89700 nodes, 12968 on tree, 407 best solution, best possible 122.01497 (40833.92 seconds)
Cbc0010I After 89800 nodes, 12963 on tree, 407 best solution, best possible 122.01497 (40926.32 seconds)
Cbc0010I After 89900 nodes, 12968 on tree, 407 best solution, best possible 122.01497 (41033.20 seconds)
Cbc0010I After 90000 nodes, 12961 on tree, 407 best solution, best possible 122.01497 (41121.53 seconds)
Cbc0010I After 90100 nodes, 12968 on tree, 407 best solution, best possible 122.01497 (41222.09 seconds)
Cbc0010I After 90200 nodes, 12967 on tree, 407 best solution, best possible 122.01497 (41344.58 seconds)
Cbc0010I After 90300 nodes, 12962 on tree, 407 best solution, best possible 122.01497 (41462.67 seconds)
Cbc0010I After 90400 nodes, 12961 on tree, 407 best solution, best possible 122.01497 (41575.61 seconds)
Cbc0010I After 90500 nodes, 12966 on tree, 407 best solution, best possible 122.01497 (41676.50 seconds)
Cbc0010I After 90600 nodes, 12963 on tree, 407 best solution, best possible 122.01497 (41781.18 seconds)
Cbc0010I After 90700 nodes, 12973 on tree, 407 best solution, best possible 122.01497 (41904.97 seconds)
Cbc0010I After 90800 nodes, 12961 on tree, 407 best solution, best possible 122.01497 (42008.73 seconds)
Cbc0010I After 90900 nodes, 12964 on tree, 407 best solution, best possible 122.01497 (42118.24 seconds)
Cbc0010I After 91000 nodes, 12970 on tree, 407 best solution, best possible 122.01497 (42245.18 seconds)
Cbc0010I After 91100 nodes, 12962 on tree, 407 best solution, best possible 122.01497 (42333.96 seconds)
Cbc0010I After 91200 nodes, 12964 on tree, 407 best solution, best possible 122.01497 (42445.19 seconds)
Cbc0010I After 91300 nodes, 12967 on tree, 407 best solution, best possible 122.01497 (42561.53 seconds)
Cbc0010I After 91400 nodes, 12974 on tree, 407 best solution, best possible 122.01497 (42657.55 seconds)
Cbc0010I After 91500 nodes, 12975 on tree, 407 best solution, best possible 122.01497 (42746.03 seconds)
Cbc0010I After 91600 nodes, 12966 on tree, 407 best solution, best possible 122.01497 (42865.11 seconds)
Cbc0010I After 91700 nodes, 12957 on tree, 407 best solution, best possible 122.01497 (43004.41 seconds)
Cbc0010I After 91800 nodes, 12961 on tree, 407 best solution, best possible 122.01497 (43112.25 seconds)
Cbc0010I After 91900 nodes, 12964 on tree, 407 best solution, best possible 122.01497 (43226.33 seconds)
Cbc0010I After 92000 nodes, 12957 on tree, 407 best solution, best possible 122.01497 (43319.07 seconds)
Cbc0010I After 92100 nodes, 12969 on tree, 407 best solution, best possible 122.01497 (43376.74 seconds)
Cbc0010I After 92200 nodes, 12969 on tree, 407 best solution, best possible 122.01497 (43476.95 seconds)
Cbc0010I After 92300 nodes, 12970 on tree, 407 best solution, best possible 122.01497 (43577.41 seconds)
Cbc0010I After 92400 nodes, 12964 on tree, 407 best solution, best possible 122.01497 (43679.59 seconds)
Cbc0010I After 92500 nodes, 12966 on tree, 407 best solution, best possible 122.01497 (43790.49 seconds)
Cbc0010I After 92600 nodes, 12962 on tree, 407 best solution, best possible 122.01497 (43902.10 seconds)
Cbc0010I After 92700 nodes, 12967 on tree, 407 best solution, best possible 122.01497 (44014.61 seconds)
Cbc0010I After 92800 nodes, 12967 on tree, 407 best solution, best possible 122.01497 (44128.45 seconds)
Cbc0010I After 92900 nodes, 12962 on tree, 407 best solution, best possible 122.01497 (44242.00 seconds)
Cbc0010I After 93000 nodes, 12967 on tree, 407 best solution, best possible 122.01497 (44327.76 seconds)
Cbc0010I After 93100 nodes, 12989 on tree, 407 best solution, best possible 122.01497 (44373.36 seconds)
Cbc0010I After 93200 nodes, 12987 on tree, 407 best solution, best possible 122.01497 (44408.77 seconds)
Cbc0010I After 93300 nodes, 12990 on tree, 407 best solution, best possible 122.01497 (44439.43 seconds)
Cbc0010I After 93400 nodes, 12987 on tree, 407 best solution, best possible 122.01497 (44472.51 seconds)
Cbc0010I After 93500 nodes, 12987 on tree, 407 best solution, best possible 122.01497 (44507.69 seconds)
Cbc0010I After 93600 nodes, 12984 on tree, 407 best solution, best possible 122.01497 (44541.18 seconds)
Cbc0010I After 93700 nodes, 12989 on tree, 407 best solution, best possible 122.01497 (44575.25 seconds)
Cbc0010I After 93800 nodes, 12993 on tree, 407 best solution, best possible 122.01497 (44610.98 seconds)
Cbc0010I After 93900 nodes, 12988 on tree, 407 best solution, best possible 122.01497 (44649.77 seconds)
Cbc0010I After 94000 nodes, 12989 on tree, 407 best solution, best possible 122.01497 (44684.86 seconds)
Cbc0010I After 94100 nodes, 12985 on tree, 407 best solution, best possible 122.01497 (44717.74 seconds)
Cbc0010I After 94200 nodes, 12981 on tree, 407 best solution, best possible 122.01497 (44744.62 seconds)
Cbc0010I After 94300 nodes, 12988 on tree, 407 best solution, best possible 122.01497 (44778.91 seconds)
Cbc0010I After 94400 nodes, 12992 on tree, 407 best solution, best possible 122.01497 (44808.59 seconds)
Cbc0010I After 94500 nodes, 12982 on tree, 407 best solution, best possible 122.01497 (44839.00 seconds)
Cbc0010I After 94600 nodes, 12980 on tree, 407 best solution, best possible 122.01497 (44864.95 seconds)
Cbc0010I After 94700 nodes, 12983 on tree, 407 best solution, best possible 122.01497 (44897.88 seconds)
Cbc0010I After 94800 nodes, 12987 on tree, 407 best solution, best possible 122.01497 (44927.92 seconds)
Cbc0010I After 94900 nodes, 12981 on tree, 407 best solution, best possible 122.01497 (44957.23 seconds)
Cbc0010I After 95000 nodes, 12982 on tree, 407 best solution, best possible 122.01497 (44983.69 seconds)
Cbc0010I After 95100 nodes, 12985 on tree, 407 best solution, best possible 122.01497 (45019.56 seconds)
Cbc0010I After 95200 nodes, 12980 on tree, 407 best solution, best possible 122.01497 (45047.05 seconds)
Cbc0010I After 95300 nodes, 12989 on tree, 407 best solution, best possible 122.01497 (45082.10 seconds)
Cbc0010I After 95400 nodes, 12976 on tree, 407 best solution, best possible 122.01497 (45116.10 seconds)
Cbc0010I After 95500 nodes, 12981 on tree, 407 best solution, best possible 122.01497 (45195.95 seconds)
Cbc0010I After 95600 nodes, 12980 on tree, 407 best solution, best possible 122.01497 (45308.46 seconds)
Cbc0010I After 95700 nodes, 12975 on tree, 407 best solution, best possible 122.01497 (45436.52 seconds)
Cbc0010I After 95800 nodes, 12988 on tree, 407 best solution, best possible 122.01497 (45524.95 seconds)
Cbc0010I After 95900 nodes, 12987 on tree, 407 best solution, best possible 122.01497 (45560.43 seconds)
Cbc0010I After 96000 nodes, 12987 on tree, 407 best solution, best possible 122.01497 (45590.46 seconds)
Cbc0010I After 96100 nodes, 12983 on tree, 407 best solution, best possible 122.01497 (45620.56 seconds)
Cbc0010I After 96200 nodes, 12985 on tree, 407 best solution, best possible 122.01497 (45654.60 seconds)
Cbc0010I After 96300 nodes, 12989 on tree, 407 best solution, best possible 122.01497 (45688.97 seconds)
Cbc0010I After 96400 nodes, 12983 on tree, 407 best solution, best possible 122.01497 (45721.92 seconds)
Cbc0010I After 96500 nodes, 12984 on tree, 407 best solution, best possible 122.01497 (45758.77 seconds)
Cbc0010I After 96600 nodes, 12984 on tree, 407 best solution, best possible 122.01497 (45789.70 seconds)
Cbc0010I After 96700 nodes, 12983 on tree, 407 best solution, best possible 122.01497 (45819.61 seconds)
Cbc0010I After 96800 nodes, 12980 on tree, 407 best solution, best possible 122.01497 (45852.04 seconds)
Cbc0010I After 96900 nodes, 12981 on tree, 407 best solution, best possible 122.01497 (45879.83 seconds)
Cbc0010I After 97000 nodes, 12983 on tree, 407 best solution, best possible 122.01497 (45914.75 seconds)
Cbc0010I After 97100 nodes, 12996 on tree, 407 best solution, best possible 122.01497 (45959.96 seconds)
Cbc0038I Full problem 20945 rows 37129 columns, reduced to 7209 rows 9548 columns
Cbc0010I After 97200 nodes, 12989 on tree, 407 best solution, best possible 122.01497 (46015.71 seconds)
Cbc0010I After 97300 nodes, 12991 on tree, 407 best solution, best possible 122.01497 (46054.93 seconds)
Cbc0010I After 97400 nodes, 12991 on tree, 407 best solution, best possible 122.01497 (46092.04 seconds)
Cbc0010I After 97500 nodes, 12987 on tree, 407 best solution, best possible 122.01497 (46127.36 seconds)
Cbc0010I After 97600 nodes, 12990 on tree, 407 best solution, best possible 122.01497 (46158.29 seconds)
Cbc0010I After 97700 nodes, 13002 on tree, 407 best solution, best possible 122.01497 (46207.92 seconds)
Cbc0010I After 97800 nodes, 13001 on tree, 407 best solution, best possible 122.01497 (46300.58 seconds)
Cbc0010I After 97900 nodes, 13001 on tree, 407 best solution, best possible 122.01497 (46421.56 seconds)
Cbc0010I After 98000 nodes, 13003 on tree, 407 best solution, best possible 122.01497 (46521.39 seconds)
Cbc0010I After 98100 nodes, 12999 on tree, 407 best solution, best possible 122.01497 (46632.51 seconds)
Cbc0010I After 98200 nodes, 12997 on tree, 407 best solution, best possible 122.01497 (46753.15 seconds)
Cbc0010I After 98300 nodes, 12999 on tree, 407 best solution, best possible 122.01497 (46846.93 seconds)
